,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
14174,Y,336182,0,713.0,727054.0,10.0,2,0,18479.21,16.7,3.0,12,0,67735,124080.0,0.0,0.0
14175,Y,131164,0,737.0,815556.0,2.0,1,1,15631.3,21.0,30.0,4,0,9937,287452.0,0.0,0.0
14176,N,557216,0,683.0,1924890.0,8.0,1,1,26306.83,11.7,4.0,13,0,104861,251922.0,0.0,0.0
14177,Y,344102,0,707.0,675602.0,6.0,2,0,21956.78,42.8,74.0,12,0,640851,1049532.0,0.0,0.0
14178,N,371316,0,7080.0,1131792.0,10.0,0,0,8960.02,19.1,23.0,10,0,240103,336182.0,0.0,0.0
14179,Y,99999999,0,733.0,1450365.0,7.0,0,0,29128.14,14.5,31.0,17,1,120916,509146.0,1.0,0.0
14180,Y,82588,0,715.0,328453.0,0.0,1,0,7526.85,21.8,12.0,22,0,155496,282634.0,0.0,0.0
14181,N,246686,0,742.0,697262.0,2.0,0,0,9296.89,25.0,70.0,13,1,325527,524964.0,1.0,0.0
14182,N,510994,1,6460.0,1126776.0,10.0,1,0,29108.38,18.8,34.0,17,0,270864,585134.0,0.0,0.0
14183,N,251152,1,6650.0,726161.0,6.0,1,0,17367.33,15.4,54.0,7,0,88654,438636.0,0.0,0.0
14184,Y,224708,0,747.0,1911552.0,10.0,1,0,28036.21,31.1,20.0,16,1,199538,654500.0,1.0,0.0
14185,N,328284,1,669.0,850554.0,8.0,1,0,21901.68,22.9,31.0,16,0,391077,477180.0,0.0,0.0
14186,Y,215512,0,715.0,1582054.0,3.0,0,0,16624.81,24.7,11.0,11,0,442320,590744.0,0.0,0.0
14187,Y,781858,1,695.0,2488753.0,10.0,0,0,34012.85,24.0,11.0,23,0,554002,1190112.0,0.0,0.0
14188,Y,439516,0,714.0,1070612.0,8.0,2,0,21501.16,18.9,8.0,13,0,179037,542718.0,0.0,0.0
14189,N,275836,1,616.0,1121057.0,6.0,0,0,20272.43,13.5,55.0,20,0,77368,319946.0,0.0,0.0
14190,Y,760232,1,631.0,1988426.0,9.0,0,0,12659.7,27.9,23.0,7,0,402496,626428.0,0.0,0.0
14191,Y,525998,0,746.0,2365975.0,10.0,0,0,26223.04,14.0,59.0,21,0,437988,1076746.0,0.0,0.0
14192,N,346610,1,712.0,935465.0,10.0,0,0,4435.55,13.2,48.0,9,3,116622,355344.0,3.0,0.0
14193,Y,261360,0,742.0,790020.0,10.0,1,0,2297.67,31.6,43.0,9,1,65075,143814.0,1.0,0.0
14194,Y,63140,0,704.0,2220150.0,10.0,0,1,27011.92,27.1,24.0,14,0,432991,570372.0,0.0,0.0
14195,Y,96976,0,685.0,1460625.0,0.0,1,0,14362.86,10.2,21.0,7,0,86602,200552.0,0.0,0.0
14196,Y,252692,0,723.0,652821.0,3.0,1,0,13545.86,18.9,10.0,10,0,237633,342650.0,0.0,0.0
14197,Y,410190,1,684.0,708491.0,1.0,1,0,19424.65,15.2,68.0,12,0,333222,522104.0,0.0,0.0
14198,Y,221232,0,749.0,2579364.0,7.0,2,0,20785.43,21.5,54.0,8,0,197334,318670.0,0.0,0.0
14199,Y,358160,0,748.0,2319900.0,8.0,1,0,33831.97,11.5,74.0,17,0,99712,595166.0,0.0,0.0
14200,N,193336,0,741.0,890473.0,1.0,1,0,12837.73,10.0,63.0,9,0,40261,204446.0,0.0,0.0
14201,Y,166562,0,738.0,958930.0,1.0,0,1,5481.88,16.9,43.0,7,0,244378,459338.0,0.0,0.0
14202,N,158840,0,715.0,762128.0,10.0,0,0,12892.64,36.4,27.0,11,0,87685,158884.0,0.0,0.0
14203,Y,214852,0,711.0,2504979.0,10.0,0,9,27972.18,21.6,31.0,13,0,310612,388828.0,0.0,0.0
14204,Y,200288,0,748.0,964592.0,2.0,2,0,16719.43,19.5,25.0,13,0,295716,845460.0,0.0,0.0
14205,Y,137170,0,712.0,1573010.0,10.0,1,0,20973.53,12.6,13.0,16,0,98154,579832.0,0.0,0.0
14206,Y,219538,0,729.0,1270321.0,10.0,0,1,26147.42,22.0,74.0,11,0,503671,700128.0,0.0,0.0
14207,Y,322102,0,705.0,3709104.0,3.0,1,1,35236.45,15.4,24.0,10,0,52174,137940.0,0.0,0.0
14208,Y,180334,0,743.0,2433425.0,10.0,0,0,16425.69,20.2,27.0,10,0,516249,721072.0,0.0,0.0
14209,Y,117436,0,717.0,1320044.0,0.0,0,0,9669.29,10.0,10.0,11,0,132601,227128.0,0.0,0.0
14210,Y,99999999,0,726.0,1216361.0,1.0,1,0,9315.32,12.6,32.0,9,0,217531,268554.0,0.0,0.0
14211,Y,539770,0,746.0,1827363.0,10.0,0,0,39897.53,22.3,28.0,14,0,599089,1070520.0,0.0,0.0
14212,Y,456038,0,742.0,1912996.0,10.0,2,0,29970.41,17.8,69.0,7,0,420261,748638.0,0.0,0.0
14213,Y,288948,0,715.0,1036564.0,9.0,0,0,15548.46,15.2,56.0,12,0,240198,304612.0,0.0,0.0
14214,N,296516,1,667.0,966340.0,1.0,1,8,26574.35,19.8,27.0,15,0,144799,438900.0,0.0,0.0
14215,Y,225830,0,750.0,1820295.0,10.0,0,0,26697.47,16.7,57.0,9,0,280402,799678.0,0.0,0.0
14216,Y,258830,1,679.0,621984.0,7.0,0,0,7671.25,20.2,25.0,14,0,166592,301400.0,0.0,0.0
14217,Y,99999999,0,737.0,1316966.0,1.0,0,0,5761.75,14.1,31.0,9,0,240217,498476.0,0.0,0.0
14218,Y,374704,0,747.0,1142166.0,10.0,0,0,14848.12,21.8,57.0,10,0,376618,705628.0,0.0,0.0
14219,Y,194942,0,738.0,841757.0,6.0,1,0,15081.25,22.7,25.0,9,1,139992,281424.0,1.0,0.0
14220,Y,176132,0,741.0,855684.0,10.0,1,1,15188.41,20.6,82.0,6,0,226366,587664.0,0.0,0.0
14221,Y,201388,0,716.0,543590.0,2.0,1,0,9195.81,12.7,30.0,13,0,188784,272206.0,0.0,0.0
14222,N,445720,0,748.0,1635995.0,0.0,1,0,37218.91,11.8,11.0,16,0,657514,1486980.0,0.0,0.0
14223,Y,86372,0,658.0,1025772.0,10.0,0,0,22823.37,20.0,17.0,10,0,460788,550616.0,0.0,0.0
14224,Y,99999999,0,703.0,857394.0,0.0,0,0,8402.37,13.0,5.0,24,0,94183,262768.0,0.0,0.0
14225,N,258852,0,7380.0,1210927.0,10.0,0,0,16751.16,19.4,27.0,7,0,180614,284900.0,0.0,0.0
14226,Y,71742,0,731.0,1896162.0,10.0,0,5,40293.49,16.5,27.0,18,0,629337,1050016.0,0.0,0.0
14227,Y,99999999,0,736.0,1441150.0,7.0,0,0,21377.09,12.8,23.0,14,0,396815,814682.0,0.0,0.0
14228,Y,99999999,0,722.0,780919.0,6.0,0,2,2063.02,15.0,57.0,8,0,79040,195976.0,0.0,0.0
14229,Y,358908,0,740.0,1162344.0,10.0,2,0,18984.99,22.7,17.0,17,0,339739,1143538.0,0.0,0.0
14230,Y,539880,0,698.0,2972417.0,4.0,0,2,12632.72,22.5,52.0,9,0,546535,652410.0,0.0,0.0
14231,Y,264968,0,718.0,1338607.0,4.0,2,2,32349.59,10.5,24.0,18,1,85785,466290.0,1.0,0.0
14232,Y,267608,0,732.0,1194131.0,10.0,0,0,19504.26,25.3,65.0,14,0,373787,541684.0,0.0,0.0
14233,Y,220044,0,718.0,760152.0,10.0,1,0,18560.53,22.7,61.0,10,1,108110,173866.0,1.0,0.0
14234,Y,535436,0,722.0,2076206.0,4.0,1,0,19550.81,13.5,43.0,10,0,360183,646602.0,0.0,0.0
14235,N,493526,1,6820.0,924103.0,8.0,2,0,12475.4,14.9,19.0,10,0,158764,283690.0,0.0,0.0
14236,Y,537746,1,695.0,1486104.0,10.0,0,0,23777.74,18.0,25.0,11,0,335445,411026.0,0.0,0.0
14237,N,87648,0,7140.0,756884.0,3.0,1,0,11668.66,13.9,73.0,6,0,100548,129228.0,0.0,0.0
14238,Y,370040,1,642.0,840978.0,2.0,0,2,5515.51,20.1,32.0,12,0,180500,400378.0,0.0,0.0
14239,Y,435688,0,711.0,2822070.0,4.0,0,0,11358.77,31.4,62.0,19,1,261383,854942.0,1.0,0.0
14240,Y,393316,1,712.0,981274.0,2.0,0,0,20688.53,23.8,10.0,18,0,280440,682198.0,0.0,0.0
14241,Y,449152,0,740.0,1939520.0,5.0,1,0,34587.98,15.7,73.0,13,0,433694,909744.0,0.0,0.0
14242,Y,99999999,0,735.0,492575.0,2.0,2,0,5254.07,6.5,23.0,11,0,63802,105534.0,0.0,0.0
14243,Y,99999999,0,694.0,1278320.0,10.0,1,7,36325.72,15.3,45.0,17,0,380646,508948.0,0.0,0.0
14244,Y,233750,0,728.0,1441967.0,10.0,0,0,12617.14,16.2,30.0,7,0,56506,122518.0,0.0,0.0
14245,Y,383196,1,672.0,1157613.0,8.0,0,0,9936.24,17.6,61.0,10,1,209893,402358.0,1.0,0.0
14246,Y,315260,0,693.0,793098.0,5.0,1,0,13614.83,30.3,6.0,24,0,318649,661232.0,0.0,0.0
14247,Y,314490,0,737.0,1047641.0,10.0,2,0,13095.56,13.2,5.0,7,0,243599,336996.0,0.0,0.0
14248,Y,490468,1,721.0,3218030.0,1.0,0,2,33521.13,17.8,7.0,27,0,416689,949784.0,0.0,0.0
14249,Y,249480,1,708.0,1124154.0,3.0,0,0,7925.28,14.9,15.0,5,0,160569,701580.0,0.0,0.0
14250,Y,267806,0,745.0,867312.0,1.0,1,0,5355.72,15.5,11.0,9,0,22610,379390.0,0.0,0.0
14251,Y,99999999,0,730.0,4333292.0,0.0,0,1,15238.76,17.8,35.0,7,0,71592,297132.0,0.0,0.0
14252,Y,99999999,0,736.0,946903.0,10.0,1,0,11520.65,14.1,44.0,8,1,110295,202070.0,1.0,0.0
14253,Y,257884,0,747.0,2060075.0,10.0,0,0,17510.59,21.4,26.0,13,0,261915,987822.0,0.0,0.0
14254,Y,109362,0,715.0,906718.0,5.0,1,5,26445.72,21.6,23.0,27,0,117610,391314.0,0.0,0.0
14255,Y,109406,0,687.0,1511640.0,7.0,3,7,2368.16,12.4,31.0,7,1,46873,113784.0,1.0,0.0
14256,N,32868,0,7090.0,662150.0,8.0,1,1,13022.03,30.2,11.0,7,0,137674,640178.0,0.0,0.0
14257,N,107624,1,617.0,1258712.0,3.0,1,3,13027.73,12.9,71.0,25,0,89148,237864.0,0.0,0.0
14258,Y,329318,0,743.0,2275212.0,10.0,0,0,33938.56,17.4,9.0,13,0,530366,1124750.0,0.0,0.0
14259,N,675048,1,6570.0,1826717.0,10.0,1,0,14659.45,26.2,30.0,6,0,398050,587136.0,0.0,0.0
14260,Y,123860,0,728.0,943255.0,9.0,2,0,9275.42,15.0,70.0,9,3,15314,236302.0,0.0,0.0
14261,Y,555720,0,743.0,3225193.0,10.0,0,0,19109.25,11.4,37.0,18,0,124336,1006830.0,0.0,0.0
14262,Y,675378,0,711.0,1458288.0,3.0,2,0,21023.69,26.8,1.0,15,0,459534,1498860.0,0.0,0.0
14263,Y,99999999,0,731.0,1529177.0,6.0,0,0,12004.01,12.6,33.0,12,0,59527,398420.0,0.0,0.0
14264,Y,328812,1,722.0,1325212.0,4.0,1,0,17780.01,15.0,52.0,12,0,304190,383680.0,0.0,0.0
14265,Y,204248,0,628.0,1249706.0,9.0,0,3,14163.36,17.5,5.0,14,0,27436,98032.0,0.0,0.0
14266,Y,188980,0,733.0,579462.0,5.0,1,0,10526.95,8.2,22.0,8,0,78698,219032.0,0.0,0.0
14267,Y,99999999,0,718.0,947131.0,5.0,1,1,576.27,30.7,48.0,4,0,57741,134244.0,0.0,0.0
14268,Y,99999999,0,737.0,963148.0,2.0,1,0,11878.8,33.5,42.0,11,0,421515,569492.0,0.0,0.0
14269,Y,265100,0,711.0,1144788.0,2.0,0,0,15263.84,28.6,80.0,11,3,227829,463628.0,1.0,2.0
14270,Y,260436,1,667.0,1141938.0,10.0,1,0,15796.6,15.1,63.0,4,0,181317,221474.0,0.0,0.0
14271,Y,328284,1,723.0,1134072.0,2.0,1,0,11813.25,14.1,16.0,23,0,339321,612920.0,0.0,0.0
14272,Y,133804,0,744.0,1877884.0,0.0,1,0,15007.34,50.3,3.0,19,0,38114,222904.0,0.0,0.0
14273,Y,309430,0,742.0,637602.0,0.0,1,0,9617.04,14.0,27.0,14,0,316597,609950.0,0.0,0.0
14274,Y,110110,0,717.0,1312311.0,10.0,0,2,10214.21,22.0,3.0,7,0,18164,35244.0,0.0,0.0
14275,Y,99999999,0,745.0,1418141.0,0.0,1,0,25172.15,17.1,65.0,16,0,172026,376530.0,0.0,0.0
14276,N,690404,1,686.0,1863330.0,10.0,0,0,52483.89,20.9,25.0,19,0,846184,1235542.0,0.0,0.0
14277,Y,330528,1,715.0,1207298.0,10.0,0,0,25654.94,22.4,44.0,15,0,313500,504196.0,0.0,0.0
14278,Y,267872,0,745.0,2506309.0,10.0,0,2,41354.07,30.8,15.0,19,0,160360,426866.0,0.0,0.0
14279,Y,195646,0,740.0,1220313.0,8.0,2,0,11999.64,17.0,40.0,10,0,211166,669878.0,0.0,0.0
14280,Y,443740,1,670.0,1149690.0,10.0,0,0,27975.79,12.0,11.0,23,0,328909,752642.0,0.0,0.0
14281,Y,214698,0,705.0,927105.0,4.0,0,0,7192.83,11.3,14.0,9,0,46569,146168.0,0.0,0.0
14282,Y,226358,1,715.0,1466363.0,10.0,1,0,22728.56,17.3,57.0,6,0,108205,413512.0,0.0,0.0
14283,Y,348040,1,671.0,838850.0,6.0,2,0,11254.46,13.6,7.0,7,0,651643,756800.0,0.0,0.0
14284,Y,108746,0,746.0,216790.0,6.0,0,2,563.73,12.0,17.0,6,0,38133,306592.0,0.0,0.0
14285,Y,436898,1,678.0,1049959.0,10.0,1,0,28086.37,24.5,76.0,14,0,242763,407968.0,0.0,0.0
14286,Y,147796,0,731.0,1639928.0,1.0,1,0,12313.14,16.5,38.0,3,0,114836,141306.0,0.0,0.0
14287,Y,171754,0,718.0,1031814.0,10.0,0,0,27686.8,22.5,80.0,16,0,806208,2333760.0,0.0,0.0
14288,Y,212388,0,666.0,786106.0,10.0,0,0,11857.14,27.3,6.0,19,1,164312,323026.0,0.0,0.0
14289,Y,634722,1,701.0,1493704.0,10.0,0,0,9497.53,22.6,7.0,4,0,414105,567446.0,0.0,0.0
14290,Y,486068,1,716.0,1783492.0,1.0,0,0,15903.0,12.7,59.0,7,0,145749,382712.0,0.0,0.0
14291,Y,535436,0,679.0,1043442.0,3.0,0,0,11651.75,22.9,28.0,5,0,55100,101090.0,0.0,0.0
14292,N,773630,1,698.0,2099823.0,10.0,1,0,21348.21,15.6,13.0,7,0,315723,514866.0,0.0,0.0
14293,Y,172216,0,711.0,903697.0,10.0,0,0,19655.5,22.3,35.0,7,0,258362,353210.0,0.0,0.0
14294,Y,266684,0,740.0,1247597.0,1.0,1,0,21521.11,10.9,37.0,28,0,239837,862466.0,0.0,0.0
14295,N,258280,0,733.0,1319721.0,10.0,0,0,32553.27,17.6,8.0,19,0,300789,647350.0,0.0,0.0
14296,Y,71962,0,729.0,1359393.0,10.0,1,0,23222.94,10.2,20.0,11,1,67355,374902.0,1.0,0.0
14297,Y,298958,1,676.0,1923541.0,10.0,1,3,9457.44,17.8,14.0,6,1,25707,205370.0,1.0,0.0
14298,Y,86042,0,740.0,2433748.0,10.0,0,0,42590.59,30.0,39.0,14,0,627418,1223046.0,0.0,0.0
14299,Y,673068,1,703.0,2313516.0,6.0,0,0,19182.97,16.6,34.0,8,1,844417,1637746.0,0.0,0.0
14300,Y,279906,0,738.0,1586424.0,7.0,1,0,22606.58,19.2,17.0,9,0,483911,885192.0,0.0,0.0
14301,N,89254,0,707.0,1298783.0,10.0,1,0,28789.75,24.7,37.0,15,0,284202,802648.0,0.0,0.0
14302,Y,265892,1,680.0,899422.0,6.0,0,0,15664.93,21.3,13.0,11,0,348536,755766.0,0.0,0.0
14303,Y,134816,0,728.0,1649561.0,10.0,0,0,33541.08,14.0,49.0,12,0,255037,507408.0,0.0,0.0
14304,Y,312554,0,744.0,2313744.0,7.0,2,0,36441.43,19.8,12.0,14,0,672581,908732.0,0.0,0.0
14305,Y,99999999,0,736.0,835506.0,9.0,1,0,16292.31,15.1,69.0,6,0,99427,161238.0,0.0,0.0
14306,Y,667722,1,679.0,1557012.0,10.0,0,0,39184.65,22.3,25.0,13,0,516230,1039544.0,0.0,0.0
14307,Y,327030,1,724.0,997937.0,10.0,1,0,19626.05,24.9,52.0,18,0,260281,637142.0,0.0,0.0
14308,Y,258104,0,713.0,1081936.0,10.0,0,0,26597.72,26.8,32.0,26,0,186960,392194.0,0.0,0.0
14309,Y,262724,0,712.0,680713.0,2.0,0,2,14465.27,16.7,81.0,9,0,71611,164186.0,0.0,0.0
14310,Y,463474,1,708.0,1200838.0,5.0,0,0,17612.24,13.6,16.0,10,0,119282,311080.0,0.0,0.0
14311,Y,770616,1,597.0,3042432.0,5.0,0,3,62623.24,15.8,68.0,25,0,1078706,2222484.0,0.0,0.0
14312,Y,99999999,0,732.0,609178.0,2.0,2,0,5533.56,23.7,24.0,5,0,253327,386474.0,0.0,0.0
14313,Y,493966,1,727.0,1745226.0,5.0,0,0,17597.61,13.7,20.0,12,0,295811,509718.0,0.0,0.0
14314,Y,260458,0,740.0,5811074.0,10.0,0,2,97335.48,26.4,16.0,12,0,1927569,2384536.0,0.0,0.0
14315,Y,314534,0,724.0,750044.0,5.0,2,12,7187.89,13.4,79.0,28,0,74423,1436314.0,0.0,0.0
14316,Y,449042,0,747.0,2796705.0,0.0,1,1,11023.61,40.1,79.0,7,0,650921,4009038.0,0.0,0.0
14317,N,320496,1,733.0,576669.0,1.0,0,2,6679.83,18.1,38.0,9,0,244986,484902.0,0.0,0.0
14318,Y,26730,0,722.0,577296.0,3.0,1,7,14865.41,9.3,28.0,9,0,55727,307274.0,0.0,0.0
14319,Y,64658,0,731.0,967746.0,3.0,1,0,15080.68,21.0,53.0,25,1,73074,155276.0,1.0,0.0
14320,Y,215820,0,701.0,745560.0,2.0,1,0,12798.78,15.9,42.0,18,0,286102,883410.0,0.0,0.0
14321,Y,265606,0,704.0,2523295.0,10.0,0,2,47101.57,12.6,29.0,25,2,361000,1318614.0,2.0,0.0
14322,Y,325776,0,707.0,1736885.0,10.0,1,0,14199.08,11.0,14.0,11,0,204098,559988.0,0.0,0.0
14323,Y,219582,0,731.0,796480.0,10.0,0,0,17854.49,12.4,14.0,9,0,342741,551166.0,0.0,0.0
14324,N,108130,0,7200.0,1270036.0,7.0,1,5,13123.68,8.2,25.0,8,0,68723,235466.0,0.0,0.0
14325,Y,99999999,0,748.0,674291.0,3.0,1,0,6596.61,19.7,22.0,10,0,237196,539594.0,0.0,0.0
14326,N,127952,0,6410.0,609710.0,6.0,1,0,6910.11,15.3,50.0,9,0,114988,165396.0,0.0,0.0
14327,Y,219912,0,725.0,988380.0,3.0,1,1,11036.91,12.9,28.0,20,0,48184,107690.0,0.0,0.0
14328,N,200860,0,741.0,1830992.0,6.0,1,0,23192.54,31.8,46.0,9,0,332994,578072.0,0.0,0.0
14329,Y,359436,0,707.0,1222251.0,10.0,0,0,25463.61,16.0,16.0,16,0,219507,392832.0,0.0,0.0
14330,Y,357940,0,726.0,792167.0,2.0,1,0,22378.58,13.0,29.0,10,0,338922,444950.0,0.0,0.0
14331,Y,149292,0,735.0,1042929.0,2.0,1,0,9273.33,13.1,73.0,10,0,154907,294030.0,0.0,0.0
14332,Y,300322,0,740.0,1389527.0,5.0,1,0,17021.53,16.5,21.0,15,0,107540,422136.0,0.0,0.0
14333,Y,51722,0,746.0,1396082.0,2.0,0,0,7329.44,12.7,13.0,6,1,58938,81928.0,1.0,0.0
14334,Y,141944,0,745.0,689548.0,10.0,0,0,11951.95,13.7,49.0,11,0,140600,375144.0,0.0,0.0
14335,Y,265606,0,677.0,1338113.0,10.0,1,0,18956.68,15.8,29.0,9,1,134919,305712.0,1.0,0.0
14336,Y,110286,0,722.0,1142850.0,10.0,0,2,9218.99,8.8,64.0,11,0,108224,447568.0,0.0,0.0
14337,Y,90222,0,717.0,927675.0,2.0,1,0,17084.61,29.1,33.0,5,0,210197,311630.0,0.0,0.0
14338,Y,672804,1,701.0,2033703.0,10.0,1,0,39826.66,23.6,18.0,14,0,259464,520674.0,0.0,0.0
14339,Y,107316,0,724.0,463410.0,6.0,1,2,741.38,12.7,53.0,3,0,18544,87956.0,0.0,0.0
14340,Y,758142,1,710.0,2394551.0,10.0,0,0,30131.53,15.6,1.0,8,0,101973,393580.0,0.0,0.0
14341,N,171050,0,7410.0,777480.0,1.0,0,0,14383.38,13.0,73.0,19,2,190608,625196.0,0.0,2.0
14342,Y,110154,0,671.0,1312843.0,10.0,0,0,18160.96,15.4,14.0,12,0,707275,966878.0,0.0,0.0
14343,N,129602,0,723.0,951463.0,10.0,1,0,22835.15,21.0,25.0,27,0,414314,1038378.0,0.0,0.0
14344,Y,99999999,0,716.0,2419118.0,10.0,0,0,28223.17,22.1,41.0,13,0,316825,705496.0,0.0,0.0
14345,Y,786874,0,720.0,9708050.0,8.0,2,0,65529.29,38.0,1.0,13,0,1244823,2091980.0,0.0,0.0
14346,Y,221518,1,686.0,1932243.0,3.0,1,5,21254.73,15.0,38.0,15,1,418380,573980.0,0.0,0.0
14347,Y,64878,0,728.0,560310.0,4.0,1,0,2895.03,9.9,11.0,5,0,46873,177408.0,0.0,0.0
14348,Y,438768,0,726.0,1421010.0,0.0,0,0,8431.25,19.0,10.0,7,0,370025,456302.0,0.0,0.0
14349,Y,131164,0,732.0,943920.0,8.0,0,0,18768.39,19.1,12.0,22,0,176681,831644.0,0.0,0.0
14350,N,351274,1,6750.0,950684.0,2.0,1,0,15923.9,16.5,28.0,7,0,315210,429396.0,0.0,0.0
14351,Y,157410,0,737.0,566466.0,1.0,1,0,9960.37,7.5,7.0,11,0,56221,529166.0,0.0,0.0
14352,Y,99999999,0,737.0,968050.0,10.0,0,0,29848.24,23.4,6.0,13,1,84189,383746.0,1.0,0.0
14353,Y,21846,0,743.0,981483.0,5.0,0,0,14174.19,18.8,6.0,9,0,39691,155276.0,0.0,0.0
14354,N,103994,0,7230.0,598766.0,10.0,1,1,5638.25,14.8,14.0,1,0,0,0.0,0.0,0.0
14355,Y,64834,0,708.0,1007836.0,6.0,0,0,8734.68,12.7,51.0,8,0,101669,162140.0,0.0,0.0
14356,Y,347490,1,725.0,956593.0,1.0,0,2,11463.27,20.1,38.0,13,0,558277,1539120.0,0.0,0.0
14357,Y,775786,1,681.0,5551325.0,10.0,0,0,16792.77,16.4,57.0,20,0,670510,1495890.0,0.0,0.0
14358,N,283888,1,656.0,778316.0,2.0,1,0,7718.37,12.3,8.0,6,0,7543,11264.0,0.0,0.0
14359,N,41382,0,706.0,686318.0,0.0,1,0,12639.75,8.9,47.0,9,0,60515,72820.0,0.0,0.0
14360,Y,518386,0,751.0,4868750.0,10.0,0,0,53150.41,47.4,24.0,19,0,1149538,4670380.0,0.0,0.0
14361,Y,520498,1,721.0,1030161.0,5.0,0,2,16396.81,17.1,69.0,9,1,119719,375672.0,1.0,0.0
14362,N,768768,1,610.0,2276352.0,10.0,0,1,7777.46,12.5,55.0,5,0,115273,129602.0,0.0,0.0
14363,Y,99999999,0,713.0,1112754.0,1.0,1,1,2281.14,5.0,20.0,7,0,14839,330374.0,0.0,0.0
14364,Y,747648,1,686.0,1704186.0,9.0,1,0,30675.31,11.9,41.0,12,0,459306,789052.0,0.0,0.0
14365,Y,320122,0,724.0,1228768.0,10.0,0,2,12799.73,15.4,47.0,11,0,85880,117832.0,0.0,0.0
14366,Y,99999999,0,747.0,972040.0,5.0,0,0,17982.74,16.0,55.0,8,0,346142,809710.0,0.0,0.0
14367,Y,258060,0,736.0,1448655.0,10.0,1,0,18470.28,11.0,6.0,6,1,83638,303556.0,1.0,0.0
14368,Y,156574,0,737.0,734065.0,10.0,1,0,19452.58,12.5,42.0,11,0,45011,548592.0,0.0,0.0
14369,Y,557282,0,722.0,963490.0,2.0,0,0,19591.09,23.9,18.0,8,0,495748,1125564.0,0.0,0.0
14370,Y,401434,0,747.0,1957209.0,10.0,2,0,49745.8,13.0,61.0,22,0,253346,812614.0,0.0,0.0
14371,Y,99999999,0,722.0,1606279.0,10.0,0,2,15527.37,22.3,32.0,10,0,187454,455070.0,0.0,0.0
14372,N,758384,1,7030.0,1403492.0,10.0,0,0,22338.68,32.4,33.0,9,0,212629,511874.0,0.0,0.0
14373,Y,519662,1,674.0,1570787.0,10.0,1,0,29190.46,17.2,16.0,11,0,389329,482658.0,0.0,0.0
14374,Y,99999999,1,685.0,1583935.0,7.0,1,0,27718.91,18.9,25.0,16,0,383401,546062.0,0.0,0.0
14375,N,150832,0,726.0,353571.0,3.0,0,0,10282.8,14.8,64.0,13,1,76969,157190.0,1.0,0.0
14376,Y,76384,0,663.0,1112146.0,10.0,1,1,28452.5,20.5,54.0,8,0,401318,709434.0,0.0,0.0
14377,Y,99999999,1,697.0,1243778.0,8.0,0,0,12002.3,19.7,10.0,9,0,40736,130680.0,0.0,0.0
14378,Y,606320,1,679.0,3660863.0,2.0,0,5,35388.26,19.7,23.0,18,0,331303,898392.0,0.0,0.0
14379,Y,99999999,0,726.0,956935.0,10.0,1,0,20813.36,11.3,10.0,13,0,117021,454674.0,0.0,0.0
14380,Y,341396,0,724.0,1063392.0,9.0,1,0,21179.3,14.3,39.0,15,0,409507,606342.0,0.0,0.0
14381,N,186384,0,662.0,928378.0,2.0,1,0,5028.73,17.3,65.0,8,1,45638,357016.0,1.0,0.0
14382,Y,445852,0,742.0,866381.0,10.0,1,0,8663.81,24.9,35.0,7,0,188670,316624.0,0.0,0.0
14383,Y,99999999,0,734.0,4662600.0,10.0,0,0,55562.65,22.2,42.0,15,0,53675,654236.0,0.0,0.0
14384,N,261294,0,731.0,698839.0,6.0,1,0,11181.5,20.2,19.0,10,0,175750,393646.0,0.0,0.0
14385,Y,130284,0,696.0,1116459.0,8.0,1,0,14886.12,13.4,26.0,7,0,114836,230054.0,0.0,0.0
14386,N,191730,0,726.0,825379.0,7.0,1,0,15269.54,13.0,17.0,6,0,41477,103268.0,0.0,0.0
14387,Y,99999999,0,739.0,1552528.0,10.0,0,0,26134.31,23.5,13.0,24,0,135603,646096.0,0.0,0.0
14388,Y,291720,1,688.0,1037400.0,7.0,1,0,18240.95,15.9,61.0,16,0,360487,729718.0,0.0,0.0
14389,Y,99999999,0,739.0,941925.0,2.0,1,0,16876.18,11.9,9.0,10,0,461396,891880.0,0.0,0.0
14390,Y,137962,0,745.0,1239199.0,6.0,0,3,1445.71,12.3,75.0,5,1,9690,107844.0,0.0,0.0
14391,Y,147664,0,717.0,1159266.0,10.0,1,0,26373.33,16.0,22.0,13,0,138586,337832.0,0.0,0.0
14392,Y,238590,0,746.0,842954.0,4.0,1,0,16577.88,15.0,58.0,7,2,177517,334246.0,0.0,2.0
14393,Y,100012,0,691.0,449578.0,3.0,1,0,5069.01,18.7,23.0,3,0,95589,111144.0,0.0,0.0
14394,Y,65296,0,740.0,1409610.0,10.0,0,2,12451.65,35.6,76.0,13,1,74765,809072.0,1.0,0.0
14395,Y,515064,1,724.0,1457851.0,8.0,0,2,6900.42,28.5,49.0,11,0,52288,535854.0,0.0,0.0
14396,Y,540496,0,742.0,2669994.0,10.0,0,2,23139.91,22.0,49.0,12,0,308978,1135728.0,0.0,0.0
14397,Y,286770,1,671.0,1407197.0,7.0,2,0,23570.45,14.4,26.0,19,0,217607,559922.0,0.0,0.0
